attendance,participation,assignment score,year_of study,number of subjects taken,class size,peer performance,cats,rats,Final exam
11,14,8,2,4,52,59,6,2,61
10,4,1,2,5,191,30,31,2,44
5,18,9,5,3,196,73,24,1,65
17,6,1,5,7,58,47,10,6,52
9,8,10,6,3,166,14,4,8,51
13,8,3,5,7,173,3,10,1,38
10,4,6,5,5,192,89,37,5,66
3,12,9,5,3,198,83,15,1,51
20,4,4,1,5,142,59,20,1,65
15,11,8,2,4,77,94,1,2,66
12,20,8,2,6,83,11,1,1,58
13,19,9,1,4,182,19,24,8,84
17,8,6,5,5,185,99,27,2,75
6,19,6,6,3,149,37,15,8,61
4,6,4,1,7,199,89,9,8,43
11,13,2,5,7,118,54,4,4,46
13,19,10,5,5,63,22,12,1,69
11,12,6,2,4,134,2,11,8,57
9,18,6,4,4,163,51,35,6,77
4,2,9,1,3,143,61,31,5,55
13,10,1,5,6,146,18,25,1,48
2,12,1,1,4,138,51,13,8,40
2,17,8,6,5,41,39,14,9,56
8,11,1,3,4,148,11,40,9,60
14,5,4,2,7,199,71,24,10,68
2,6,4,1,3,161,46,37,9,53
16,9,1,1,7,133,72,30,7,72
12,13,5,2,3,44,14,34,2,68
4,7,8,6,4,65,47,32,6,56
10,17,2,6,3,79,26,8,6,51
7,14,8,5,7,118,62,19,8,66
8,12,5,6,5,152,100,15,5,59
8,1,9,4,3,163,55,22,6,54
12,20,8,2,5,59,10,9,9,73
6,9,9,1,3,166,36,30,10,69
11,3,4,1,7,147,7,10,1,33
4,10,2,5,3,98,40,34,2,45
1,12,9,5,7,185,72,8,4,43
16,17,10,1,7,70,77,28,6,97
8,12,7,1,4,90,24,24,8,65
8,5,8,3,3,187,27,7,5,43
11,19,2,3,6,143,4,16,6,57
5,19,6,4,4,96,70,22,3,63
7,13,4,4,3,148,72,22,8,62
14,17,8,4,7,65,27,13,10,77
2,12,9,2,4,92,5,22,2,46
10,13,5,4,5,140,97,24,9,74
20,19,1,5,5,164,19,16,7,74
19,20,6,2,7,86,67,30,2,93
2,11,1,1,7,51,27,3,3,23
18,17,7,3,7,71,98,31,5,97
15,15,10,1,4,107,29,18,8,83
4,13,1,2,3,107,91,13,9,51
18,10,2,5,3,43,7,17,4,59
15,6,8,2,6,198,95,23,7,77
20,18,8,6,7,47,36,6,3,77
17,8,4,4,3,138,9,16,1,54
12,20,10,6,7,136,13,11,8,73
12,5,5,3,6,102,30,12,6,49
6,12,1,1,6,71,6,6,1,28
1,8,10,3,3,74,71,26,5,56
15,20,7,3,7,81,45,31,8,92
1,19,10,4,5,121,70,19,3,61
18,8,9,3,4,96,99,37,6,96
5,10,9,3,7,120,93,2,10,57
18,17,1,1,6,190,14,34,4,76
9,20,1,5,3,43,70,16,6,63
3,13,5,2,4,129,55,4,1,36
14,17,8,1,3,142,88,10,6,81
12,6,3,1,7,126,66,6,6,49
14,6,7,2,6,40,95,39,1,78
6,20,3,6,5,138,6,30,8,61
16,5,5,2,5,52,25,34,1,65
6,18,6,2,4,62,43,30,6,70
6,2,4,4,3,183,84,25,7,49
8,2,8,6,4,52,41,23,5,50
19,7,9,5,6,80,79,33,5,88
2,3,10,1,5,196,70,34,6,57
8,6,7,2,4,88,47,39,4,64
14,11,1,5,5,113,58,15,7,59
20,7,7,6,5,53,14,28,10,81
2,1,3,3,7,91,62,4,4,20
11,15,4,1,3,155,66,23,2,66
13,9,10,5,7,107,61,27,3,73
7,14,4,5,3,104,45,19,6,55
16,7,9,3,5,56,74,6,4,67
15,16,6,1,7,159,29,19,4,72
2,19,6,4,4,65,73,14,6,57
20,17,10,1,4,76,54,13,7,94
19,2,6,5,5,176,76,3,8,62
3,7,5,4,5,127,42,36,5,50
20,3,1,4,6,47,38,5,9,54
7,8,1,6,4,86,68,18,8,47
1,1,9,1,3,119,13,14,5,32
18,17,5,4,4,110,89,21,2,83
11,7,6,6,5,79,71,12,4,54
12,15,8,3,4,176,34,14,6,68
4,5,7,3,5,141,13,28,3,42
11,4,6,4,7,164,19,26,10,58
16,12,5,5,3,181,31,30,2,70
2,6,10,5,5,154,90,30,7,60
11,13,1,1,4,155,71,35,7,72
17,12,5,2,7,175,96,15,9,80
9,18,6,5,4,194,48,13,9,67
15,17,3,2,6,74,77,18,2,71
20,9,4,4,7,182,60,29,9,83
7,20,3,6,7,168,88,13,8,63
8,2,6,3,4,182,9,28,3,43
18,15,7,3,7,59,49,30,10,94
9,13,3,5,3,147,75,35,2,64
6,4,1,1,4,132,4,26,4,34
9,5,3,2,5,178,96,4,2,40
14,20,5,5,3,184,75,22,1,76
3,5,8,1,6,155,28,6,5,34
1,6,3,1,3,104,72,25,7,44
8,14,9,5,5,94,71,15,7,68
18,2,4,1,3,196,5,29,6,63
9,17,7,3,6,75,19,35,3,71
9,1,5,1,4,71,40,5,1,33
2,14,8,6,6,70,55,18,1,47
3,13,9,4,5,116,82,19,6,61
3,1,10,6,7,197,24,30,10,49
15,9,3,6,3,161,59,30,1,63
14,7,5,6,7,147,92,3,5,54
13,9,6,2,7,59,80,22,8,73
15,9,1,3,6,57,78,11,4,56
20,10,1,1,4,77,88,27,9,85
13,19,1,3,5,174,26,23,8,69
4,16,1,1,6,174,57,21,6,50
18,4,8,3,7,166,27,36,7,78
8,8,6,6,5,111,82,13,9,57
19,8,9,2,4,74,70,8,4,75
1,1,9,4,3,81,20,10,10,35
13,4,3,5,5,126,97,1,10,52
19,5,2,1,5,189,28,10,7,57
12,16,7,2,7,93,1,4,8,60
18,6,9,5,3,82,60,31,6,84
4,17,3,6,4,197,70,20,2,49
12,5,6,6,7,54,82,28,10,71
2,9,2,2,5,174,48,30,9,48
6,9,2,4,3,105,23,14,7,40
20,3,7,3,7,85,82,20,6,76
10,18,5,4,6,154,38,36,8,78
10,10,8,3,4,71,83,21,4,68
19,19,1,4,6,136,30,7,10,72
8,16,10,3,7,161,94,37,7,88
16,12,2,4,5,73,12,9,5,54
11,13,8,1,6,136,3,34,1,67
5,2,7,2,3,73,49,9,9,43
15,16,2,5,5,184,54,15,4,63
9,14,4,2,7,163,9,4,2,40
8,3,4,3,6,103,73,14,8,47
16,4,9,6,5,85,53,9,10,67
16,17,2,3,6,138,73,33,7,85
18,7,9,3,7,104,37,27,8,82
3,5,10,6,3,77,44,38,9,63
3,3,4,5,5,176,93,34,9,53
6,2,1,3,3,113,3,15,5,26
12,5,6,5,5,80,79,14,1,52
13,4,9,3,5,45,8,15,7,58
6,18,2,6,4,69,50,35,4,62
20,18,7,2,7,86,42,1,9,82
6,11,6,6,6,40,27,10,7,46
14,10,6,6,7,101,26,1,2,47
5,6,8,4,6,61,38,36,10,63
17,5,10,2,7,89,20,26,1,69
9,14,9,2,5,111,84,22,10,81
11,9,7,5,7,150,38,8,9,56
18,7,3,3,4,142,18,39,6,74
3,8,9,4,4,174,74,13,8,52
19,17,6,6,6,159,52,38,3,91
11,19,8,4,4,121,41,17,5,73
10,3,8,4,7,75,8,10,2,39
17,16,10,3,3,180,18,2,8,76
2,16,7,4,5,171,18,22,3,48
15,6,6,1,7,101,23,37,3,69
1,8,4,3,6,105,59,27,6,44
4,10,10,6,5,60,89,2,9,54
17,20,6,4,5,123,87,3,7,81
2,12,8,3,4,156,42,8,3,41
16,11,5,1,4,168,96,10,9,76
12,3,5,4,5,109,35,29,10,62
3,8,9,4,7,166,55,15,5,46
19,5,10,2,4,47,100,31,1,88
16,10,9,3,5,115,54,10,5,71
4,19,2,2,6,58,99,40,1,67
2,12,9,1,7,193,69,19,2,51
19,2,1,3,5,190,59,33,9,71
8,1,10,1,3,167,14,20,7,52
3,8,5,1,7,94,48,22,4,44
7,1,8,6,7,136,64,8,3,37
6,9,8,6,3,94,74,19,5,57
12,11,7,5,5,90,32,10,1,52
2,18,8,1,3,156,56,19,8,64
4,9,1,5,3,76,16,9,3,25
5,4,6,4,4,134,12,39,2,46
14,8,9,6,6,72,48,5,1,54
19,11,8,5,6,174,98,10,5,79
6,20,3,2,5,122,91,3,2,52
11,15,7,2,6,78,56,21,8,75
9,20,10,2,5,184,77,16,6,80
13,5,1,4,7,132,76,5,7,46
8,1,1,1,5,119,65,11,8,38
1,6,5,1,6,152,17,30,3,37
8,17,9,5,3,115,15,27,8,73
12,5,5,1,7,73,42,26,5,59
1,3,10,1,6,158,50,37,9,58
5,5,2,3,3,151,23,22,3,33
4,17,2,5,7,172,100,38,7,68
8,3,4,1,5,90,66,10,10,48
19,16,9,1,3,196,2,19,6,84
16,1,10,2,5,178,30,27,1,64
1,8,5,1,6,198,37,2,4,26
16,5,2,5,3,150,63,8,4,50
5,1,9,1,3,86,3,7,10,40
17,2,5,5,7,111,10,17,7,55
17,8,6,5,4,135,21,38,3,74
19,2,5,2,7,74,95,1,5,60
1,20,4,6,7,74,50,3,4,39
7,17,7,6,3,151,75,21,7,70
15,13,5,3,3,153,14,20,7,69
11,14,2,2,5,82,53,30,2,63
12,8,3,2,4,158,75,27,8,68
2,10,7,1,5,118,51,24,10,57
5,10,6,2,6,79,38,27,9,59
12,19,8,6,4,150,2,39,4,80
9,14,5,1,7,44,80,9,5,60
19,7,10,5,6,76,90,9,2,74
4,18,5,1,5,121,56,15,5,56
16,1,7,5,3,107,17,35,8,70
15,18,8,3,5,171,34,27,6,85
12,2,4,2,6,110,15,3,6,37
3,1,8,3,3,57,39,17,2,35
16,8,6,4,7,196,87,5,8,66
8,7,8,2,6,83,36,32,9,67
14,3,9,6,3,110,2,21,2,54
4,2,9,6,6,85,26,35,5,49
8,15,4,2,6,134,27,39,9,72
2,18,8,1,6,174,15,18,3,51
10,12,3,3,5,55,74,27,6,66
14,16,1,6,4,114,63,2,2,51
18,3,2,1,5,65,29,1,8,50
20,9,10,4,4,119,51,35,1,88
9,12,4,2,5,176,6,38,6,63
18,3,3,5,5,185,30,10,5,50
8,5,1,1,4,91,46,21,7,46
15,10,7,6,7,199,7,11,10,62
15,19,2,6,4,84,74,38,4,84
20,13,7,2,5,127,3,4,6,69
7,10,9,4,6,174,58,13,8,59
1,2,7,5,4,181,1,38,8,42
16,19,3,3,4,146,73,28,3,82
6,18,5,6,3,199,18,3,4,43
18,8,3,5,7,100,15,24,6,64
12,5,6,3,3,64,39,22,6,60
1,17,10,1,5,164,97,16,9,69
6,2,5,1,4,46,86,40,5,61
17,1,10,6,7,133,6,33,9,73
2,1,3,2,4,75,86,19,6,36
6,16,7,1,4,141,70,24,6,69
5,3,4,6,3,127,72,8,6,35
16,9,1,3,7,116,47,14,4,55
8,2,8,5,6,76,8,5,1,30
15,2,10,3,3,64,71,29,9,81
8,8,2,6,7,75,6,15,9,41
6,14,1,1,5,125,24,35,3,53
11,12,6,3,4,88,26,22,8,66
12,14,1,1,7,152,84,1,10,59
9,6,4,4,7,128,64,5,1,36
6,1,2,2,5,164,56,12,1,26
6,4,4,6,3,162,69,24,9,50
5,9,10,3,3,133,72,4,1,46
5,3,9,4,7,111,80,2,3,37
6,16,5,5,7,133,74,27,7,66
17,12,5,3,3,197,87,7,10,76
9,7,3,4,4,139,46,33,1,51
19,17,4,4,7,89,100,30,2,89
17,5,2,1,3,139,34,36,9,73
9,7,4,3,6,120,37,5,7,42
1,17,8,4,5,119,62,23,4,57
15,6,7,4,3,185,75,15,6,67
19,9,1,2,6,175,78,2,8,62
8,13,10,5,3,91,61,11,7,66
12,8,7,2,6,109,71,29,9,76
14,16,7,1,3,169,96,14,3,78
7,6,1,5,7,179,70,40,6,54
2,16,1,6,6,129,78,32,1,48
18,16,4,4,6,193,74,13,6,76
14,14,3,4,7,50,80,11,6,66
20,9,2,6,5,90,99,2,4,63
3,13,10,6,3,67,15,39,8,68
6,15,3,6,7,125,13,13,6,43
7,6,9,2,4,165,22,14,6,50
7,7,7,2,6,155,66,30,10,67
11,19,4,3,3,143,49,17,2,64
16,9,5,3,7,123,87,34,2,77
20,15,7,6,4,95,89,30,1,91
7,10,2,1,5,68,45,34,4,56
11,16,5,6,6,96,35,17,3,59
10,12,3,2,4,98,50,29,9,68
4,7,10,3,5,86,89,21,7,61
17,1,3,3,3,175,45,6,9,52
20,16,7,4,4,163,41,39,2,93
19,10,9,6,4,51,93,18,2,82
17,10,5,4,6,116,82,17,3,70
3,16,2,6,3,195,57,12,2,38
11,13,4,4,5,87,82,34,8,78
10,5,9,6,5,59,17,39,4,64
17,16,4,3,3,140,70,19,5,79
1,9,9,4,7,106,24,40,9,60
8,15,5,5,5,53,34,19,2,54
5,17,8,2,5,58,48,30,7,72
14,9,2,6,4,119,58,27,10,69
18,1,10,1,4,102,95,35,10,94
11,18,7,5,5,131,87,3,5,67
4,14,1,3,7,110,66,32,5,54
13,17,6,1,5,120,20,12,5,66
20,17,9,6,7,157,66,13,5,87
16,11,10,3,5,121,40,32,10,91
1,5,2,4,7,69,77,21,5,34
12,10,5,5,5,115,95,37,4,76
5,17,9,6,5,175,14,9,6,52
20,4,9,5,7,88,55,11,7,72
4,20,3,2,5,119,30,39,4,64
8,13,8,5,3,133,43,22,3,61
9,3,2,4,6,182,38,34,1,43
14,8,7,2,7,103,69,19,7,71
4,15,5,6,7,75,97,39,8,72
18,6,8,2,7,190,14,7,10,66
18,2,8,3,6,57,46,26,2,68
11,16,5,3,4,197,51,3,7,59
1,3,2,6,4,55,96,20,4,32
5,10,6,5,6,162,27,29,10,57
7,8,8,2,5,188,36,22,7,57
3,11,6,5,3,196,83,4,9,47
8,4,1,3,7,66,88,30,6,52
2,16,5,6,5,42,22,40,4,57
9,20,5,6,7,41,77,23,3,70
20,19,6,4,5,187,68,18,10,95
4,2,3,4,4,69,23,11,10,31
11,6,8,3,3,173,96,17,4,64
17,7,4,2,4,69,59,35,6,78
11,19,3,3,7,99,12,34,4,69
4,8,3,3,4,154,26,5,6,30
9,2,3,4,7,106,88,19,6,48
12,16,10,5,5,178,81,28,10,91
5,2,7,5,6,111,81,25,3,46
6,17,7,3,3,136,92,18,2,64
18,3,3,6,3,154,80,3,8,57
16,7,7,1,5,194,91,38,3,83
17,18,1,4,5,89,43,17,9,75
19,1,6,6,5,109,73,11,2,58
16,5,3,6,3,69,38,4,8,51
15,17,5,1,7,96,66,30,4,83
4,1,4,1,5,120,28,26,10,43
7,18,4,2,6,42,30,1,1,43
14,19,5,3,6,195,25,31,8,82
8,13,7,6,7,40,93,24,5,68
16,5,6,3,6,73,78,9,1,57
6,10,7,4,4,116,83,33,1,62
18,15,6,4,3,186,16,2,9,69
16,4,7,2,7,163,26,30,10,74
11,2,4,1,3,40,11,35,2,52
11,13,7,4,7,40,10,40,2,70
5,2,1,3,5,43,70,8,10,35
13,4,2,5,5,45,10,7,2,34
11,15,3,3,5,153,43,28,3,64
2,12,7,2,3,43,51,26,5,56
7,7,4,5,4,133,6,28,2,42
12,4,2,4,5,156,65,40,8,66
9,15,4,1,3,102,6,4,4,46
17,5,6,6,5,85,65,39,10,85
2,19,7,5,4,130,82,19,8,65
14,3,6,2,4,93,15,10,1,45
9,5,2,3,6,142,80,15,10,51
11,8,7,1,5,46,74,15,5,63
14,2,1,3,5,130,13,21,4,43
1,17,7,4,3,120,91,36,9,74
17,2,1,6,4,110,31,10,1,39
18,17,1,5,5,55,96,16,3,75
8,17,10,3,3,79,84,25,1,76
17,12,10,4,6,195,35,18,8,81
6,1,1,2,4,139,56,23,3,34
7,11,1,4,7,69,66,27,2,49
6,7,4,4,5,163,9,9,7,35
2,14,7,5,6,125,17,26,8,53
16,6,7,3,7,44,95,32,1,76
8,8,10,3,3,110,81,5,5,57
15,10,6,3,7,175,37,10,5,60
19,20,6,1,5,67,41,27,2,89
2,5,8,3,6,120,19,39,9,55
3,11,2,6,5,47,71,8,7,38
1,10,2,4,4,106,48,16,9,39
4,16,3,5,6,192,56,37,2,56
13,3,5,5,6,89,31,37,5,62
7,19,9,4,5,139,68,1,10,67
3,8,8,1,4,181,52,14,6,47
4,4,1,1,4,125,60,18,6,36
9,10,2,2,4,116,54,23,10,60
18,13,8,5,3,72,94,36,4,96
7,18,6,1,4,164,30,31,9,74
18,13,9,2,6,136,81,8,2,77
14,6,3,3,5,89,64,37,8,73
5,5,10,2,5,126,23,39,10,67
2,19,5,1,4,193,95,40,7,76
3,3,6,3,3,60,81,35,6,55
14,13,7,1,5,57,40,5,1,59
12,18,3,2,4,56,61,38,9,86
12,8,9,3,4,113,58,23,5,70
9,5,2,2,6,183,9,3,8,32
3,3,4,1,3,66,35,33,9,49
7,6,6,3,7,134,24,10,9,44
7,9,9,1,3,110,77,21,10,71
11,3,5,1,7,72,20,2,3,35
8,15,9,6,4,54,100,15,1,66
9,12,7,5,7,88,99,36,3,74
4,8,10,3,4,98,90,29,10,71
15,8,7,3,5,141,49,12,2,60
15,4,4,2,6,158,22,3,8,48
4,14,6,4,4,153,35,28,3,54
7,2,7,6,7,141,96,14,3,44
17,20,4,1,6,139,15,2,9,71
15,19,2,4,5,44,42,6,7,66
14,1,2,2,5,56,27,11,8,46
18,14,8,6,6,114,21,10,9,76
20,10,9,6,7,185,4,9,2,64
9,8,9,2,7,128,14,40,9,73
20,3,5,4,3,90,42,29,8,76
3,18,10,6,7,88,60,38,1,69
17,8,5,4,4,50,4,25,3,63
20,18,5,5,4,146,87,4,4,79
4,7,10,3,5,64,62,29,7,63
6,14,10,6,6,184,82,33,3,72
9,13,2,4,6,143,46,11,1,43
15,11,3,6,4,43,13,16,3,54
10,16,9,6,3,198,7,23,3,64
16,20,6,2,7,76,31,15,10,83
18,10,9,5,7,76,48,5,10,75
10,2,3,1,7,85,97,27,2,53
20,16,3,2,4,198,15,1,6,65
2,12,5,1,6,59,67,7,7,44
8,1,8,1,5,132,13,8,10,44
18,19,9,5,6,75,89,37,2,101
3,13,2,3,5,171,76,9,6,41
18,8,4,2,4,143,41,7,8,64
19,18,9,1,4,124,98,30,6,106
13,16,7,4,4,109,81,27,8,86
8,18,7,1,5,125,35,7,9,64
10,7,2,2,7,127,22,6,6,38
10,13,4,6,3,156,4,33,5,60
17,17,5,1,4,131,18,8,5,69
5,10,8,5,6,43,12,13,4,43
5,18,1,2,4,131,60,35,8,66
3,3,6,6,5,113,43,20,9,41
4,13,10,2,6,69,31,21,9,64
19,16,2,4,3,181,22,38,8,86
1,13,4,3,5,141,97,21,7,53
4,9,6,3,5,125,47,19,3,45
4,8,2,6,5,153,28,17,10,39
19,5,10,5,6,72,20,36,3,79
6,13,4,4,7,86,2,6,8,41
9,8,3,4,6,136,64,23,10,59
19,14,6,6,4,117,31,24,9,84
17,10,4,4,6,185,34,33,2,69
6,7,2,3,4,185,92,3,6,38
13,9,1,5,4,99,44,3,1,39
8,2,1,4,5,145,7,8,1,19
12,4,7,6,4,61,25,23,3,53
6,13,9,6,3,45,92,4,10,64
6,8,6,6,3,164,77,6,3,42
2,2,5,3,6,113,70,3,10,32
2,4,8,5,5,198,9,17,5,33
5,3,5,2,6,112,14,23,2,34
17,3,1,4,3,59,79,30,4,65
4,11,6,3,5,159,10,24,9,52
2,8,1,3,5,70,12,3,10,25
8,14,9,4,4,69,24,12,5,59
4,12,8,1,6,42,24,10,7,50
18,14,7,2,4,101,31,21,1,75
19,1,2,1,7,154,2,17,2,46
8,15,8,5,6,138,98,26,6,75
5,3,10,3,5,167,39,30,3,51
11,15,1,6,3,162,49,21,9,63
17,16,6,5,7,104,70,40,7,95
6,5,2,4,6,151,96,38,2,52
1,3,4,5,4,75,23,19,5,27
6,5,9,1,4,137,54,16,1,47
18,20,2,3,5,117,17,14,3,69
13,3,6,1,5,91,85,29,6,70
10,18,7,4,5,101,78,26,2,75
19,7,9,3,5,174,72,31,3,85
13,5,9,5,3,146,33,14,10,64
15,13,7,5,5,172,33,40,2,79
18,5,3,6,5,85,10,9,7,52
8,14,3,6,3,126,35,13,10,55
16,8,9,4,5,113,1,16,5,64
16,4,10,3,3,172,61,11,2,64
8,17,8,1,4,194,44,18,3,65
15,18,1,4,6,91,40,35,10,83
14,14,6,4,3,76,51,9,1,61
5,7,8,2,7,192,56,22,7,54
19,6,9,2,5,136,57,30,6,85
6,15,6,6,7,130,35,30,9,65
5,2,2,4,4,157,88,13,9,39
15,12,9,1,5,106,85,28,9,92
17,12,3,5,7,111,23,16,8,65
17,10,10,5,4,105,11,27,6,79
17,2,1,3,7,142,18,25,7,54
9,2,2,3,4,40,90,17,4,45
13,3,7,5,7,194,54,40,6,70
12,3,7,4,6,148,69,34,1,62
6,18,3,2,7,58,73,10,6,56
3,11,4,5,5,132,16,39,1,46
14,13,8,3,3,75,45,14,9,76
12,12,5,5,4,185,23,21,6,61
2,18,6,3,7,73,39,34,4,61
12,10,7,3,5,77,76,3,5,59
2,6,1,5,7,107,16,22,3,24
16,12,10,6,7,84,21,8,7,69
19,18,10,3,6,155,47,12,5,87
1,13,9,2,5,94,35,9,7,47
9,17,1,6,4,107,34,38,1,60
15,8,5,3,7,189,20,25,10,68
7,20,10,5,5,166,91,27,7,84
19,7,6,3,5,133,83,3,8,70
7,2,5,4,4,68,62,27,1,44
8,1,7,4,6,128,40,9,9,43
11,18,5,2,5,109,22,5,3,55
5,8,8,2,7,112,87,14,7,56
18,6,3,6,7,68,79,40,8,82
6,17,7,2,3,190,49,20,3,61
15,12,7,2,7,41,43,21,10,79
17,9,6,5,5,44,36,7,5,61
15,1,4,4,5,146,31,18,3,48
18,14,7,5,7,133,29,15,6,74
5,4,4,1,4,164,57,24,5,45
17,14,3,6,7,47,62,34,5,80
18,9,3,3,3,176,40,18,8,69
19,8,3,2,5,189,56,31,8,79
20,8,3,5,4,181,99,13,5,71
15,19,2,4,5,167,63,7,9,70
17,19,2,1,3,198,30,6,4,65
12,5,10,3,4,146,86,24,10,78
2,15,7,2,6,63,22,4,1,36
20,18,5,2,5,200,61,11,6,83
12,16,4,6,7,72,69,29,5,73
2,19,2,6,3,44,9,14,10,46
3,7,2,6,5,167,62,25,8,42
11,6,3,5,3,147,30,38,4,58
10,6,4,1,4,52,65,15,4,52
2,7,10,1,5,58,30,38,9,64
7,14,3,3,4,169,91,20,1,55
8,8,2,2,7,166,11,7,6,34
14,6,1,2,6,59,37,17,1,46
19,16,4,6,3,45,23,22,9,82
7,15,5,3,7,74,90,2,10,59
14,19,5,5,4,171,58,23,8,81
16,7,6,3,7,155,82,25,7,76
14,20,9,5,5,45,34,31,10,95
16,13,9,2,7,55,53,27,4,84
15,18,5,6,6,52,79,9,3,70
5,4,3,4,4,106,82,12,2,34
12,17,1,3,3,102,21,3,7,52
6,3,4,1,6,124,82,7,10,44
1,18,6,2,3,50,14,19,8,54
20,20,9,3,3,154,76,40,3,109
11,3,5,6,6,199,6,33,7,53
12,4,1,2,5,78,10,37,1,48
15,14,10,5,4,166,23,15,2,70
6,17,5,2,5,74,57,12,5,57
11,4,10,3,3,84,79,30,8,76
18,3,9,6,5,65,100,24,3,77
17,3,10,2,4,132,49,23,9,79
19,5,1,2,4,47,23,29,2,61
3,17,10,1,3,91,79,34,9,82
1,16,3,3,7,128,1,15,10,41
7,1,4,4,3,58,100,11,9,47
10,11,6,2,5,65,62,35,10,79
15,1,10,4,7,75,38,21,7,66
9,9,7,6,7,88,69,5,4,49
19,12,10,4,3,44,34,3,8,78
9,18,6,6,3,54,18,31,6,71
9,10,10,6,4,76,51,16,1,57
2,6,9,1,6,190,57,20,2,44
3,1,3,2,6,189,70,31,4,39
1,9,5,4,5,198,12,19,3,31
7,15,2,6,4,83,56,3,3,41
13,10,3,2,6,160,34,40,1,65
1,18,3,6,4,165,50,15,9,48
20,19,8,1,6,182,57,20,3,91
10,14,5,3,6,182,30,9,6,54
5,20,6,1,7,167,92,1,4,56
12,10,9,2,4,51,11,16,8,67
12,8,3,1,6,95,21,15,5,50
4,8,5,3,7,146,91,3,2,36
10,4,7,5,4,177,73,24,2,55
9,17,5,4,7,172,14,6,10,56
17,12,9,1,4,80,46,21,8,86
11,10,5,4,7,198,57,24,6,62
15,8,2,1,6,179,94,14,4,61
3,20,8,5,6,40,17,12,10,59
4,14,2,6,6,66,1,39,7,52
5,3,7,1,3,152,27,34,7,54
6,1,5,6,6,119,28,33,9,48
20,12,2,6,4,140,65,27,8,81
19,2,7,4,4,87,62,33,3,75
18,9,7,2,4,190,89,26,4,83
12,10,3,2,5,189,18,30,5,60
20,4,1,2,6,134,3,10,9,54
10,9,1,3,6,83,30,24,7,52
19,13,1,3,5,113,40,26,2,70
7,2,5,4,5,74,70,22,6,48
1,9,6,6,3,155,69,13,1,35
11,7,1,2,6,157,6,23,2,41
17,9,6,2,4,123,23,37,2,75
3,10,5,4,5,63,6,3,1,25
11,2,7,3,4,97,92,21,2,57
14,16,4,2,4,42,2,25,8,73
12,1,8,3,6,45,53,19,5,57
18,15,6,4,6,76,67,29,8,91
4,1,7,1,4,93,54,22,2,40
11,11,3,6,7,41,71,8,3,49
14,3,4,1,6,77,40,8,2,44
9,6,3,6,3,108,49,37,3,55
12,14,8,2,7,104,65,29,10,85
2,8,2,1,5,186,83,1,1,25
20,15,7,2,3,75,33,20,8,89
12,2,6,4,5,50,57,8,5,48
18,17,9,3,6,49,83,11,4,86
16,10,1,3,3,43,91,26,2,69
20,3,9,6,6,121,37,4,8,65
20,18,9,5,7,93,84,15,7,95
11,4,9,2,3,192,2,27,6,60
18,3,8,4,6,92,52,36,8,82
20,10,2,1,4,94,70,16,7,75
14,12,1,2,3,154,22,17,3,54
6,8,5,1,4,53,78,40,5,67
13,16,10,6,5,197,15,27,7,79
11,15,1,1,4,190,9,19,2,50
1,5,4,1,3,137,49,12,1,26
19,2,2,6,3,67,39,16,10,61
2,10,4,6,3,70,25,23,3,38
10,4,8,2,4,98,66,4,7,53
9,5,3,4,3,101,72,14,6,48
15,9,10,3,4,121,76,18,7,80
6,9,10,6,4,66,71,12,6,57
19,16,3,6,7,110,68,33,3,83
1,4,7,1,6,178,50,16,5,36
15,15,9,5,4,67,10,32,8,86
2,5,7,4,3,65,70,31,9,56
8,10,3,5,6,95,8,37,1,49
16,15,3,5,5,174,45,2,2,55
1,16,2,2,6,148,73,9,6,41
7,7,1,3,6,63,48,17,4,39
15,17,9,6,7,70,7,28,7,82
19,5,4,4,4,106,21,15,2,56
8,16,7,4,6,195,68,34,3,72
10,10,1,2,7,153,91,37,4,65
16,11,9,1,6,119,10,10,4,66
2,19,4,1,6,51,28,38,2,59
2,12,8,1,3,188,14,22,5,49
20,5,8,4,7,57,34,40,2,81
16,18,8,1,7,68,88,11,9,89
11,9,2,6,7,46,91,8,9,55
13,17,7,1,6,92,33,30,9,85
19,14,4,6,3,166,58,11,9,76
18,13,6,3,3,48,19,11,6,71
5,15,7,3,7,82,7,10,5,47
12,13,7,2,5,98,65,20,1,67
20,5,8,1,7,44,73,14,10,82
17,2,7,4,3,53,16,24,2,60
19,5,4,2,4,180,28,11,7,61
6,6,10,5,3,159,89,27,10,70
8,12,9,2,4,170,86,2,8,62
13,15,4,6,7,160,44,4,2,51
18,16,6,1,3,109,74,21,6,89
4,11,2,5,4,187,8,25,10,45
4,4,9,2,6,131,65,4,8,43
6,15,9,5,4,73,86,39,6,81
12,19,2,3,3,114,55,22,3,67
1,8,8,2,3,46,28,32,8,55
2,11,9,3,4,73,26,18,10,55
3,2,1,1,4,94,5,37,9,40
11,15,4,3,3,136,52,27,2,66
8,12,3,4,7,83,4,27,9,55
16,14,1,5,3,58,59,31,9,79
17,13,10,2,3,54,31,13,3,76
8,2,5,6,3,181,83,5,9,44
8,20,7,3,7,199,74,11,8,70
5,2,7,1,7,181,16,12,10,40
14,5,4,3,5,58,82,37,6,74
4,5,7,5,4,190,76,14,4,42
7,9,5,1,4,155,25,28,8,58
20,18,6,1,4,159,26,15,4,81
10,3,5,5,4,198,41,28,3,49
7,1,6,5,5,197,58,29,7,51
14,10,7,1,5,117,86,18,5,74
